class,title_ID,score_rate,average_tc,average_memory,error_type_count,try_num_count,title_total_score,score_rate_norm,average_tc_norm,average_memory_norm,error_type_count_norm,try_num_count_norm,title_mastery_score
Class1,Question_3MwAFlmNO8EKrpY5zjUd,0.32753623188405795,3.8309178743961354,289.95081967213116,5,455,2,0.32753623188405795,0.9871255082941865,0.9755365890419716,0.4444444444444444,0.5200845665961945,0.5861454323363797
Class1,Question_3oPyUzDmQtcMfLpGZ0jW,0.1829113924050633,3.9949367088607595,274.3703703703704,6,647,2,0.1829113924050633,0.9859721746829734,0.9818161066492118,0.33333333333333337,0.31712473572938693,0.4803410771355789
Class1,Question_4nHcauCQ0Y6Pm8DgKlLo,0.36381709741550694,3.847695390781563,319.8992443324937,6,329,3,0.36381709741550694,0.9870075335894939,0.9634662272493499,0.33333333333333337,0.6532769556025371,0.60021531645466
Class1,Question_5fgqjSBwTPG7KUV3it6O,0.3609816713264989,4.563619227144204,353.061320754717,5,404,3,0.3609816713264989,0.9819733615918641,0.9501006407535574,0.4444444444444444,0.5739957716701902,0.6033872810146051
Class1,Question_62XbhBvJ8NUSnApgDL94,0.32108843537414966,3.5764462809917354,808.1347150259068,7,335,3,0.32108843537414966,0.9889148798790429,0.7666886391760719,0.2222222222222222,0.6469344608879493,0.544609707127695
Class1,Question_6RQj2gF3OeK5AmDvThUV,0.36489151873767256,3.6163141993957706,314.0557768924303,5,251,3,0.36489151873767256,0.9886345400604205,0.965821368360272,0.4444444444444444,0.7357293868921776,0.6398112667367375
Class1,Question_7NJzCXUPcvQF4Mkfh9Wr,0.3228621291448517,3.667630057803468,328.44255319148937,8,297,3,0.3228621291448517,0.9882737015964536,0.9600229466760425,0.11111111111111116,0.6871035940803383,0.5501586147686404
Class1,Question_Az73sM0rHfWVKuc4X2kL,0.36258379037172456,3.506398537477148,356.39179954441914,4,317,3,0.36258379037172456,0.9894074356105156,0.9487583302851352,0.5555555555555556,0.6659619450317125,0.6458359573795878
Class1,Question_BW0ItEaymH3TkD6S15JF,0.22058823529411764,3.6948529411764706,294.8061224489796,5,436,1,0.22058823529411764,0.9880822780535983,0.973579716124818,0.4444444444444444,0.540169133192389,0.5580736133388035
Class1,Question_EhVPdmlB31M8WKGqL0wc,0.39621212121212124,3.9099307159353347,348.3380281690141,6,259,3,0.39621212121212124,0.9865699125532336,0.9520043085093207,0.33333333333333337,0.7272727272727273,0.6234992618464273
Class1,Question_Ej5mBw9rsOUKkFycGvz2,0.3158953722334004,3.5904365904365902,341.2191435768262,7,379,3,0.3158953722334004,0.9888165040177177,0.9548734915652615,0.2222222222222222,0.6004228329809725,0.5525482726707288
Class1,Question_FNg8X9v5zcbB1tQrxHR3,0.25559006211180124,3.6902985074626864,362.6423135464231,7,540,4,0.25559006211180124,0.9881143035310338,0.946239133824899,0.2222222222222222,0.43023255813953487,0.4994147487945885
Class1,Question_Jr4Wz5jLqmN01KUwHa7g,0.328551912568306,9.962472406181016,337.323155216285,7,333,3,0.328551912568306,0.9440101675860496,0.9564437240427585,0.2222222222222222,0.6490486257928119,0.5572661492949844
Class1,Question_Mh4CZIsrEfxkP1wXtOYV,0.2607594936708861,3.1544303797468354,400.02588996763757,5,334,3,0.2607594936708861,0.9918823751972536,0.9311721211982417,0.4444444444444444,0.6479915433403806,0.5882087328175057
Class1,Question_NixCn84GdK2tySa5rB1V,0.3680089485458613,3.8487972508591066,325.0042553191489,6,239,3,0.3680089485458613,0.9869997856240458,0.9614087123629061,0.33333333333333337,0.7484143763213531,0.6202930548557954
Class1,Question_Ou3f2Wt9BqExm5DpN7Zk,0.38924731182795697,3.6838709677419357,344.7258064516129,5,233,3,0.38924731182795697,0.9881595001550774,0.9534601721648773,0.4444444444444444,0.7547568710359408,0.6495923738919673
Class1,Question_QRm48lXxzdP7Tn1WgNOf,0.4074074074074074,4.021937842778794,329.3821510297483,6,302,3,0.4074074074074074,0.9857823104189687,0.9596442527722406,0.33333333333333337,0.6818181818181819,0.6183734126135431
Class1,Question_TmKaGvfNoXYq4FZ2JrBu,0.34480122324159024,4.002325581395349,331.0204081632653,5,309,3,0.34480122324159024,0.985920218241075,0.9589839724224343,0.4444444444444444,0.6744186046511628,0.620295417682057
Class1,Question_UXqN1F7G3Sbldz02vZne,0.4813780260707635,3.5558659217877095,346.40776699029124,4,199,3,0.4813780260707635,0.9890595950886,0.9527822776694908,0.5555555555555556,0.7906976744186046,0.7067542006007301
Class1,Question_VgKw8PjY1FR6cm2QI9XW,0.21862348178137653,3.312883435582822,252.54014598540147,4,416,1,0.21862348178137653,0.9907681785521453,0.990614522904122,0.5555555555555556,0.5613107822410148,0.5861754000945683
Class1,Question_X3wF8QlTyi4mZkDp9Kae,0.3781882145998241,3.4880636604774535,402.56637168141594,7,266,3,0.3781882145998241,0.9895363612303704,0.9301482097985402,0.2222222222222222,0.7198731501057083,0.5927976320714614
Class1,Question_YWXHr4G6Cl7bEm9iF2kQ,0.28421052631578947,3.3694267515923566,551.8980169971671,5,340,3,0.28421052631578947,0.9903705820989324,0.869961839180048,0.4444444444444444,0.6416490486257929,0.5875521568465756
Class1,Question_ZTbD7mxr2OUp8Fz6iNjy,0.33568904593639576,3.344569288389513,280.4524886877828,5,247,3,0.33568904593639576,0.9905453726825559,0.9793647800973393,0.4444444444444444,0.7399577167019027,0.6336326985564333
Class1,Question_bumGRTJ0c8p4v5D6eHZa,0.40105342362678703,3.510250569476082,377.4,7,284,3,0.40105342362678703,0.9893803492213802,0.9402912211471245,0.2222222222222222,0.7008456659619451,0.5968347966838581
Class1,Question_fZrP3FJ4ebUogW9V7taS,0.1270440251572327,3.7471698113207546,236.3492586490939,6,706,1,0.1270440251572327,0.9877144007609213,0.9971400704115161,0.33333333333333337,0.2547568710359408,0.4529881356143605
Class1,Question_h7pXNg80nJbw1C4kAPRm,0.2738562091503268,3.7976190476190474,313.7158774373259,7,400,3,0.2738562091503268,0.9873596561361788,0.9659583608546269,0.2222222222222222,0.5782241014799154,0.536313894798224
Class1,Question_hZ5wXofebmTlzKB1jNcP,0.29014084507042254,3.152542372881356,302.81081081081084,6,284,3,0.29014084507042254,0.9918956511224439,0.9703535202343754,0.33333333333333337,0.7008456659619451,0.5892925356281088
Class1,Question_lU2wvHSZq7m43xiVroBc,0.34521788341822296,3.754782608695652,352.1100196463654,6,355,3,0.34521788341822296,0.9876608697434837,0.9504840515232972,0.33333333333333337,0.6257928118393234,0.5879711731610248
Class1,Question_n2BTxIGw1Mc3Zo6RLdUe,0.16696914700544466,3.4923076923076923,277.527446300716,5,503,3,0.16696914700544466,0.98950651841035,0.9805436841722965,0.4444444444444444,0.4693446088794926,0.5288042268657205
Class1,Question_oCjnFLbIs4Uxwek9rBpu,0.34459459459459457,3.8636363636363638,361.1757575757576,6,308,3,0.34459459459459457,0.9868954412200481,0.946830212032044,0.33333333333333337,0.6754756871035941,0.5972022919129778
Class1,Question_pVKXjZn0BkSwYcsa7C31,0.2895040369088812,4.080560420315236,339.84282907662083,6,397,3,0.2895040369088812,0.9853700931923958,0.955428199004678,0.33333333333333337,0.5813953488372092,0.5624137860457199
Class1,Question_q7OpB2zCMmW9wS8uNt3H,0.1382716049382716,3.6753086419753087,240.8388349514563,4,710,1,0.1382716049382716,0.9882197079850442,0.9953305992663838,0.5555555555555556,0.2505285412262156,0.4998753023614829
Class1,Question_rvB9mVE6Kbd8jAY4NwPx,0.44878048780487806,3.803921568627451,242.7948717948718,6,170,1,0.44878048780487806,0.9873153386080237,0.9945422415264532,0.33333333333333337,0.821353065539112,0.6624887179902026
Class1,Question_s6VmP1G4UbEQWRYHK9Fd,0.2883031301482702,3.737623762376238,298.9380530973451,7,450,2,0.2883031301482702,0.98778152585139,0.9719143898716543,0.2222222222222222,0.525369978858351,0.5307571234180392
Class1,Question_tgOjrpZLw4RdVzQx85h6,0.3779840848806366,4.021220159151194,277.45205479452056,3,257,2,0.3779840848806366,0.9857873569653158,0.980574069835856,0.6666666666666667,0.7293868921775899,0.6878208156096911
Class1,Question_x2Fy7rZ3SwYl9jMQkpOD,0.2867383512544803,3.6153846153846154,340.87640449438203,6,341,3,0.2867383512544803,0.9886410766297603,0.9550116285381569,0.33333333333333337,0.6405919661733614,0.5740359434574509
Class1,Question_x2L7AqbMuTjCwPFy6vNr,0.42136498516320475,3.71513353115727,285.93364928909955,4,212,2,0.42136498516320475,0.987939670735625,0.977155662514306,0.5555555555555556,0.7769556025369979,0.6882152275660278
Class1,Question_xqlJkmRaP0otZcX4fK3W,0.17938144329896907,3.288100208768267,794.9350649350649,5,453,3,0.17938144329896907,0.9909424471266833,0.7720086035461291,0.4444444444444444,0.522198731501057,0.5225324179587407
Class10,Question_3MwAFlmNO8EKrpY5zjUd,0.39397590361445783,3.625301204819277,321.7142857142857,4,305,2,0.39397590361445783,0.9885713460043664,0.9627346960788372,0.5555555555555556,0.678646934460888,0.6590210078963832
Class10,Question_3oPyUzDmQtcMfLpGZ0jW,0.21073094867807154,3.682737169517885,337.87372708757636,6,468,2,0.21073094867807154,0.9881674727004524,0.9562218224985306,0.33333333333333337,0.5063424947145878,0.5244101270029493
Class10,Question_4nHcauCQ0Y6Pm8DgKlLo,0.45132743362831856,8.682779456193353,365.5238095238095,6,185,3,0.45132743362831856,0.9530086030161684,0.9450777806203322,0.33333333333333337,0.8054968287526427,0.6482737611709577
Class10,Question_5fgqjSBwTPG7KUV3it6O,0.4129281234925229,144.2128279883382,591.9598662207358,7,258,3,0.4129281234925229,0.0,0.8538153800692976,0.2222222222222222,0.7283298097251585,0.3993703814441628
Class10,Question_62XbhBvJ8NUSnApgDL94,0.3253012048192771,5.154320987654321,636.9749103942652,7,267,3,0.3253012048192771,0.9778197154766307,0.835672593747569,0.2222222222222222,0.7188160676532769,0.5649292218909661
Class10,Question_6RQj2gF3OeK5AmDvThUV,0.43309002433090027,3.789473684210526,367.88990825688074,4,194,3,0.43309002433090027,0.9874169320058999,0.9441241522385686,0.5555555555555556,0.7959830866807611,0.6921305373715703
Class10,Question_7NJzCXUPcvQF4Mkfh9Wr,0.5099601593625498,12.504065040650406,929.4218009478673,7,173,3,0.5099601593625498,0.9261384138882902,0.7178052997532653,0.2222222222222222,0.8181818181818181,0.6180770686425576
Class10,Question_Az73sM0rHfWVKuc4X2kL,0.4315151515151515,5.570909090909091,374.1666666666667,4,190,3,0.4315151515151515,0.9748903868840727,0.9415943782771599,0.5555555555555556,0.8002114164904863,0.6897454550682844
Class10,Question_BW0ItEaymH3TkD6S15JF,0.17400881057268722,3.462555066079295,291.4566473988439,4,411,1,0.17400881057268722,0.9897157303826402,0.9749296828135168,0.5555555555555556,0.5665961945031712,0.5720691075414313
Class10,Question_EhVPdmlB31M8WKGqL0wc,0.43356643356643354,9.294736842105262,408.7753303964758,5,199,3,0.43356643356643354,0.9487054934122859,0.9276457617099964,0.4444444444444444,0.7906976744186046,0.6596040286959967
Class10,Question_Ej5mBw9rsOUKkFycGvz2,0.39263803680981596,4.467692307692308,364.37370242214536,6,236,3,0.39263803680981596,0.9826478922991767,0.9455413178171893,0.33333333333333337,0.7515856236786469,0.6258589126868952
Class10,Question_FNg8X9v5zcbB1tQrxHR3,0.4030612244897959,3.9224489795918367,356.38775510204084,5,194,4,0.4030612244897959,0.9864818876975747,0.9487599603502658,0.4444444444444444,0.7959830866807611,0.6611762471465215
Class10,Question_Jr4Wz5jLqmN01KUwHa7g,0.3220779220779221,44.978142076502735,1685.5972222222222,6,275,3,0.3220779220779221,0.6977899765833568,0.41303765280755556,0.33333333333333337,0.7103594080338267,0.48622368549423556
Class10,Question_Mh4CZIsrEfxkP1wXtOYV,0.36818181818181817,4.39908256880734,293.3263157894737,4,192,3,0.36818181818181817,0.9831303363926912,0.9741761348669031,0.5555555555555556,0.7980972515856237,0.67522878764801
Class10,Question_NixCn84GdK2tySa5rB1V,0.49139280125195617,4.169014084507042,371.0184049079755,2,151,3,0.49139280125195617,0.9847481122822134,0.9428632483054246,0.7777777777777778,0.8414376321353065,0.7624968696451888
Class10,Question_Ou3f2Wt9BqExm5DpN7Zk,0.4486486486486487,8.724324324324325,373.46835443037975,5,162,3,0.4486486486486487,0.9527164713658902,0.9418758248451108,0.4444444444444444,0.8298097251585623,0.6741763052728851
Class10,Question_QRm48lXxzdP7Tn1WgNOf,0.3880701754385965,5.824894514767933,372.48,6,278,3,0.3880701754385965,0.9731044339046434,0.9422741695223122,0.33333333333333337,0.7071881606765328,0.6133736551667122
Class10,Question_TmKaGvfNoXYq4FZ2JrBu,0.33753148614609574,29.113350125944585,2111.391304347826,5,291,3,0.33753148614609574,0.8093466636626624,0.2414263350604977,0.4444444444444444,0.6934460887949261,0.5148495187302851
Class10,Question_UXqN1F7G3Sbldz02vZne,0.40505050505050505,14.925696594427244,1017.6993464052288,5,212,3,0.40505050505050505,0.9091101922571487,0.682226068995087,0.4444444444444444,0.7769556025369979,0.6158398062623784
Class10,Question_VgKw8PjY1FR6cm2QI9XW,0.299625468164794,3.202247191011236,277.70334928229664,4,241,1,0.299625468164794,0.991546141033706,0.9804727885358095,0.5555555555555556,0.7463002114164905,0.6466153009041696
Class10,Question_X3wF8QlTyi4mZkDp9Kae,0.405997693194925,4.380622837370242,373.78761061946904,5,209,3,0.405997693194925,0.9832601399532997,0.9417471523773419,0.4444444444444444,0.7801268498942917,0.6575403100546189
Class10,Question_YWXHr4G6Cl7bEm9iF2kQ,0.29608938547486036,5.9748603351955305,700.9962264150944,4,284,3,0.29608938547486036,0.9720499170755434,0.8098695521660884,0.5555555555555556,0.7008456659619451,0.6155039985776758
Class10,Question_ZTbD7mxr2OUp8Fz6iNjy,0.5739644970414202,4.502994011976048,433.4765100671141,5,134,3,0.5739644970414202,0.9823996607944446,0.9176902405528596,0.4444444444444444,0.8594080338266384,0.7212088009808175
Class10,Question_bumGRTJ0c8p4v5D6eHZa,0.5339652448657188,12.554502369668246,835.2842105263157,5,164,3,0.5339652448657188,0.925783752992144,0.7557463529993029,0.4444444444444444,0.8276955602536997,0.6753489602977036
Class10,Question_fZrP3FJ4ebUogW9V7taS,0.15283018867924528,3.3566037735849057,279.4947368421053,3,476,1,0.15283018867924528,0.9904607496189011,0.979750790761205,0.6666666666666667,0.4978858350951374,0.5748267859560352
Class10,Question_h7pXNg80nJbw1C4kAPRm,0.32225063938618925,5.912466843501326,374.45296167247386,6,263,3,0.32225063938618925,0.9724886502937544,0.9414789904282594,0.33333333333333337,0.7230443974630021,0.5965963670767007
Class10,Question_hZ5wXofebmTlzKB1jNcP,0.39805825242718446,3.7184466019417477,297.2162162162162,3,179,3,0.39805825242718446,0.9879163741678587,0.9726083560598195,0.6666666666666667,0.8118393234672304,0.7099627841944884
Class10,Question_lU2wvHSZq7m43xiVroBc,0.42063492063492064,6.24773413897281,437.8783783783784,6,216,3,0.42063492063492064,0.970131146401778,0.9159161190862718,0.33333333333333337,0.7727272727272727,0.6330204385915802
Class10,Question_n2BTxIGw1Mc3Zo6RLdUe,0.25872093023255816,5.1647058823529415,573.010101010101,4,309,3,0.25872093023255816,0.9777466918623371,0.8614528609909679,0.5555555555555556,0.6744186046511628,0.6053057355826753
Class10,Question_oCjnFLbIs4Uxwek9rBpu,0.4166666666666667,8.779569892473118,600.516129032258,6,172,3,0.4166666666666667,0.9523280003050846,0.8503668785571457,0.33333333333333337,0.8192389006342495,0.631016734710248
Class10,Question_pVKXjZn0BkSwYcsa7C31,0.29793510324483774,5.398230088495575,354.87719298245617,5,272,3,0.29793510324483774,0.9761046163235413,0.9493687747203168,0.4444444444444444,0.7135306553911205,0.6111333516773043
Class10,Question_q7OpB2zCMmW9wS8uNt3H,0.15708812260536398,3.3735632183908044,282.0520094562648,5,470,1,0.15708812260536398,0.9903414956455022,0.978720111985766,0.4444444444444444,0.5042283298097252,0.5328013019601202
Class10,Question_rvB9mVE6Kbd8jAY4NwPx,0.5146198830409356,4.192982456140351,340.2393162393162,3,147,1,0.5146198830409356,0.9845795735366419,0.9552683994975542,0.6666666666666667,0.8456659619450317,0.7492952452917042
Class10,Question_s6VmP1G4UbEQWRYHK9Fd,0.227765726681128,5.136659436008677,360.1609907120743,6,383,2,0.227765726681128,0.9779439064648522,0.9472392019311364,0.33333333333333337,0.5961945031712473,0.5445479867913386
Class10,Question_tgOjrpZLw4RdVzQx85h6,0.32857142857142857,3.5206349206349206,340.11475409836066,4,262,2,0.32857142857142857,0.9893073294291032,0.9553186028095496,0.5555555555555556,0.7241014799154334,0.647896161832402
Class10,Question_x2Fy7rZ3SwYl9jMQkpOD,0.32166666666666666,6.593434343434343,392.8725212464589,6,290,3,0.32166666666666666,0.9677002812727202,0.9340552026784815,0.33333333333333337,0.6945031712473573,0.5890128774385304
Class10,Question_x2L7AqbMuTjCwPFy6vNr,0.49612403100775193,3.364341085271318,331.340206185567,4,171,2,0.49612403100775193,0.9904063430523778,0.9588550815751352,0.5555555555555556,0.8202959830866807,0.717974293798762
Class10,Question_xqlJkmRaP0otZcX4fK3W,0.1917808219178082,4.1080459770114945,755.696551724138,5,376,3,0.1917808219178082,0.9851768226057331,0.7878232267201922,0.4444444444444444,0.6035940803382664,0.5429596387250506
Class11,Question_3MwAFlmNO8EKrpY5zjUd,0.3774373259052925,3.909090909090909,420.57142857142856,4,312,2,0.3774373259052925,0.9865758178351712,0.9228914825007326,0.5555555555555556,0.6712473572938689,0.6481960921585802
Class11,Question_3oPyUzDmQtcMfLpGZ0jW,0.28191489361702127,3.6879432624113475,362.1333333333333,6,418,2,0.28191489361702127,0.9881308649417353,0.9464442723384252,0.33333333333333337,0.5591966173361522,0.5553510584411931
